x,y,ent,lang,ent_tr,type
6.7073574,52.998013,Guns_N’_Roses,ln,Guns_N'_Roses,Band
0.3460085,51.599663,Billy_Preston,en,"Престон,_Билли",MusicalArtist
-7.8677654,52.092144,Esham,ln,Esham,MusicalArtist
1.2723476,74.233086,Aude,en,Од_(департамент),Settlement
23.831882,28.933775,A_Thousand_Suns,ln,A_Thousand_Suns,Album
0.76451236,74.17856,Aube,en,Об_(департамент),Band
-6.421704,-66.03079,Ямайка,ln,Jamaica,Country
0.17739876,26.712416,Arcturus_(band),en,Arcturus_(группа),Band
-9.162173,40.942814,"Шульце,_Клаус",ln,Klaus_Schulze,MusicalArtist
-6.6224594,59.31545,Apl.de.ap,en,Apl.de.ap,MusicalArtist
-35.143314,34.61951,Чжан_Чэ,ln,Chang_Cheh,Artist
7.8464327,54.23305,Anthrax_(American_band),en,Anthrax,Band
-17.418972,45.546513,"Харди,_Том",ln,Tom_Hardy,Artist
8.73346,-16.213728,American_Civil_War,en,Гражданская_война_в_США,MilitaryConflict
-29.233679,46.4849,"Форд,_Харрисон",ln,Harrison_Ford,Artist
-30.119772,49.782246,Alfred_Hitchcock,en,"Хичкок,_Альфред",Person
3.0572877,48.19135,"Ульрих,_Ларс",ln,Lars_Ulrich,MusicalArtist
-8.0902195,-64.00406,Albania,en,Албания,Country
-35.79747,45.776653,"Таттерсолл,_Дэвид",ln,David_Tattersall,Artist
-0.06617776,73.79816,Ain,en,Эн_(департамент),Settlement
-14.03318,-65.38661,Сальвадор,ln,El_Salvador,Country
-21.78263,55.165123,Vanessa_Redgrave,en,"Редгрейв,_Ванесса",Person
-44.009327,41.452045,"Ренуар,_Жан",ln,Jean_Renoir,Artist
-4.898622,30.94473,Tuomas_Holopainen,en,"Холопайнен,_Туомас",MusicalArtist
-48.215908,34.61131,"Понти,_Карло",ln,Carlo_Ponti,Artist
-35.69145,34.84275,Tsui_Hark,en,Цуй_Харк,Actor
34.70061,-9.990623,Однажды_в_Мексике,ln,Once_Upon_a_Time_in_Mexico,Film
-25.157866,57.722935,Tom_Cruise,en,"Круз,_Том",Person
-27.753878,42.828175,"Мэйсон,_Джеймс",ln,James_Mason,Artist
10.006506,56.834988,Tangerine_Dream,en,Tangerine_Dream,Band
-1.9775465,-59.74997,Минск,ln,Minsk,PopulatedPlace
-1.6161276,-61.59897,Tallinn,en,Таллин,City
-35.077847,54.170277,"Миллер,_Джордж_(режиссёр)",ln,George_Miller_(director),Artist
-28.190704,57.644863,Sylvester_Stallone,en,"Сталлоне,_Сильвестр",Person
-9.099556,-61.15892,Милан,ln,Milan,PopulatedPlace
-27.452522,55.69559,Sydney_Pollack,en,"Поллак,_Сидни",Person
-9.871713,-65.85774,Кот-д’Ивуар,ln,Ivory_Coast,Country
-27.871866,53.627758,Ridley_Scott,en,"Скотт,_Ридли",Person
-3.2820811,58.934803,"Кларксон,_Келли",ln,Kelly_Clarkson,MusicalArtist
-0.5902623,43.02417,Richard_Z._Kruspe,en,"Круспе,_Рихард",MusicalArtist
-4.6656866,-68.001335,Китайская_Народная_Республика,ln,China,Country
-4.9808135,10.824501,Real_Valladolid,en,Реал_Вальядолид,SoccerClub
-32.50519,50.59039,"Кинг,_Стивен",ln,Stephen_King,Writer
-47.20706,42.595093,Philippe_Sarde,en,"Сард,_Филипп",MusicalArtist
-13.78584,24.001,Ким_Ки_Дук,ln,Kim_Ki-duk,Artist
1.657192,50.28065,Per_Gessle,en,"Гессле,_Пер_Хокан",Album
-29.080667,45.45738,"Кидман,_Николь",ln,Nicole_Kidman,Artist
-49.963055,35.468723,Nino_Rota,en,"Рота,_Нино",Person
-35.16662,44.848366,"Кардифф,_Джек",ln,Jack_Cardiff,Artist
-22.529009,57.305557,Meryl_Streep,en,"Стрип,_Мерил",Person
-14.190332,-62.184296,Канарские_острова,ln,Canary_Islands,AdministrativeRegion
8.540519,50.764286,Led_Zeppelin,en,Led_Zeppelin,Band
-13.06315,50.635025,"Жарр,_Морис",ln,Maurice_Jarre,MusicalArtist
-21.51478,52.366898,Julia_Roberts,en,"Робертс,_Джулия",Person
-48.38749,-27.81334,Дарк-эмбиент,ln,Dark_ambient,Book
-1.7468596,59.886097,Jay_Z,en,Jay-Z,Person
-45.48604,42.993954,"Вебер,_Франсис",ln,Francis_Veber,Artist
22.86533,-55.072987,Japanese_language,en,Японский_язык,Language
11.046169,-6.453651,Walt_Disney_Studios_Motion_Pictures,ln,Walt_Disney_Studios_Motion_Pictures,Company
-3.6601508,9.201875,Grêmio_Foot-Ball_Porto_Alegrense,en,Гремио,SoccerClub
53.389923,11.270564,The_Emancipation_of_Mimi,ln,The_Emancipation_of_Mimi,Album
4.950077,56.30902,Gorillaz,en,Gorillaz,Band
10.0140085,56.841797,Tangerine_Dream,ln,Tangerine_Dream,Band
6.7827134,8.099951,FC_Dynamo_Kyiv,en,"Динамо_(футбольный_клуб,_Киев)",SoccerClub
7.946852,55.151302,Static-X,ln,Static-X,Band
-29.785358,56.282932,David_Koepp,en,"Кепп,_Дэвид",Person
9.051534,58.983425,Jimmy_Eat_World,ln,Jimmy_Eat_World,Band
4.7044754,48.8256,Danger_Mouse_(musician),en,Danger_Mouse,MusicalArtist
-17.241684,45.335373,"Хёрт,_Джон",ln,John_Hurt,Artist
-46.992733,43.555347,Catherine_Deneuve,en,"Денёв,_Катрин",Person
-8.352913,49.09948,"Хук,_Питер",ln,Peter_Hook,MusicalArtist
-1.0230932,27.933157,Burzum,en,Burzum,Band
-1.1623527,52.597275,"Хартфорд,_Джон",ln,John_Hartford,MusicalArtist
-23.760822,55.335884,Brad_Pitt,en,"Питт,_Брэд",Person
-28.050476,42.22554,"Харрис,_Ричард",ln,Richard_Harris,Artist
3.290379,48.477757,Bob_Rock,en,"Рок,_Боб",MusicalArtist
-29.342417,45.38873,"Харрельсон,_Вуди",ln,Woody_Harrelson,Artist
1.3839351,57.668377,Björk,en,Бьорк,Person
-30.318169,46.94381,"Хайек,_Сальма",ln,Salma_Hayek,Artist
0.20789494,-70.75694,"Beverly_Hills,_California",en,Беверли-Хиллз,City
-15.845521,44.321102,"Флеминг,_Ян",ln,Ian_Fleming,Writer
-3.0706053,-64.61561,Bergen,en,Берген,City
-30.43168,43.191647,"Уитакер,_Форест",ln,Forest_Whitaker,Artist
3.9339159,51.5216,Beady_Eye,en,Beady_Eye,Band
-33.62824,38.67928,"Уайлдер,_Билли",ln,Billy_Wilder,Artist
8.254086,-26.77025,Battle_of_France,en,Французская_кампания,MilitaryConflict
-28.712868,47.918633,"Торнтон,_Билли_Боб",ln,Billy_Bob_Thornton,Artist
1.3361404,74.256905,Bas-Rhin,en,Нижний_Рейн,Settlement
-29.967697,44.73361,"Терон,_Шарлиз",ln,Charlize_Theron,Artist
-2.3380044,11.2129345,Atalanta_B.C.,en,Аталанта_(футбольный_клуб),SoccerClub
-4.06459,57.158306,"Симпсон,_Джессика",ln,Jessica_Simpson,MusicalArtist
5.593122,50.49578,DC,en,DC,Band
-16.661818,-64.10453,Сантьяго,ln,Santiago,PopulatedPlace
3.4388366,54.433304,Within_Temptation,en,Within_Temptation,Band
-17.547012,-62.856842,Сан-Паулу,ln,São_Paulo,PopulatedPlace
-22.66064,56.893272,Willem_Dafoe,en,"Дефо,_Уиллем",Person
-8.345759,49.112232,"Самнер,_Бернард",ln,Bernard_Sumner,MusicalArtist
1.8342534,10.297879,West_Ham_United_F.C.,en,Вест_Хэм_Юнайтед,SoccerClub
-1.0841703,48.50197,"Сакамото,_Рюити",ln,Ryuichi_Sakamoto,MusicalArtist
8.657727,-3.8784862,Walt_Disney_Records,en,Walt_Disney_Records,Company
-28.650322,46.94323,"Робертс,_Джулия",ln,Julia_Roberts,Artist
6.4479094,-13.127635,"University_of_California,_Berkeley",en,Калифорнийский_университет_в_Беркли,University
-45.609875,41.76444,"Робер,_Ив",ln,Yves_Robert,Artist
-1.0939149,10.808784,Udinese_Calcio,en,Удинезе,SoccerClub
-9.218096,-61.09768,Римская_империя,ln,Roman_Empire,Book
9.855573,50.686977,Traveling_Wilburys,en,The_Traveling_Wilburys,Band
8.187926,-18.967314,Операция_«Барбаросса»,ln,Operation_Barbarossa,MilitaryConflict
-25.037893,57.662506,Tom_Hanks,en,"Хэнкс,_Том",Person
2.282702,50.58872,"Олдфилд,_Майк",ln,Mike_Oldfield,MusicalArtist
3.4225357,46.849674,Testament_(band),en,Testament,Band
-22.226788,21.728128,"Нюквист,_Свен",ln,Sven_Nykvist,Artist
-3.602605,9.463298,São_Paulo_FC,en,Сан-Паулу_(футбольный_клуб),SoccerClub
-29.729027,46.012882,"Нолти,_Ник",ln,Nick_Nolte,Artist
9.718866,-4.9210196,StudioCanal,en,StudioCanal,Company
-14.126046,-65.941376,Никарагуа,ln,Nicaragua,Country
-50.30602,34.812565,Sophia_Loren,en,Софи_Лорен,Person
-8.350549,49.102856,"Моррис,_Стивен",ln,Stephen_Morris_(musician),MusicalArtist
-25.292433,53.831284,Samuel_L._Jackson,en,"Джексон,_Сэмюэл_Лерой",Person
-35.320465,45.209023,"Моррис,_Освальд",ln,Oswald_Morris,Artist
-2.5092516,11.325692,S.S._Lazio,en,Лацио_(футбольный_клуб),SoccerClub
-48.17541,34.293926,"Моничелли,_Марио",ln,Mario_Monicelli,Artist
-0.9752635,49.878395,Roy_Orbison,en,"Орбисон,_Рой",MusicalArtist
3.0934815,52.159355,"Миллер,_Дэниел",ln,Daniel_Miller_(music_producer),MusicalArtist
-0.55655706,49.413563,Rod_Stewart,en,"Стюарт,_Род",MusicalArtist
-15.281606,45.008434,"Ли,_Спайк",ln,Spike_Lee,Artist
-8.631898,-5.9219112,Raj_Kapoor,en,"Капур,_Радж",Person
-28.211895,45.559834,"Кёртис,_Джейми_Ли",ln,Jamie_Lee_Curtis,Artist
-6.4346433,9.138365,Racing_Club_de_Avellaneda,en,"Расинг_(футбольный_клуб,_Авельянеда)",SoccerClub
-1.1579063,51.73033,"Кроу,_Шерил",ln,Sheryl_Crow,MusicalArtist
-4.037621,54.141205,Quincy_Jones,en,"Джонс,_Куинси",MusicalArtist
-32.92171,50.571682,"Крайтон,_Майкл",ln,Michael_Crichton,Writer
-0.3774257,6.4321947,PSV_Eindhoven,en,ПСВ_(футбольный_клуб),SoccerClub
-0.59408253,74.071945,Коррез,ln,Corrèze,AdministrativeRegion
9.512661,-8.227799,Orange_Sky_Golden_Harvest,en,Golden_Harvest,Company
-32.252018,52.557186,"Коламбус,_Крис",ln,Chris_Columbus_(filmmaker),Artist
-22.56057,53.876358,Nicole_Kidman,en,"Кидман,_Николь",Person
-28.37082,45.5578,"Клайн,_Кевин",ln,Kevin_Kline,Artist
1.8698193,45.803185,Nero_(band),en,Nero_(группа),Band
-16.418251,45.906696,"Карпентер,_Джон",ln,John_Carpenter,Artist
-0.23647414,49.6002,Neil_Young,en,"Янг,_Нил",MusicalArtist
10.506637,-66.82008,Каракалпакстан,ln,Karakalpakstan,AdministrativeRegion
2.30015,50.87901,Mike_Oldfield,en,"Олдфилд,_Майк",MusicalArtist
-27.760916,43.39234,"Каан,_Джеймс",ln,James_Caan,Artist
-25.440916,55.048794,Michael_Douglas,en,"Дуглас,_Майкл",Person
-5.8598228,-66.075424,Индонезия,ln,Indonesia,Country
5.6725698,50.542248,Massive_Attack,en,Massive_Attack,Band
-15.767722,45.237415,"Дэвис,_Джон_(продюсер)",ln,John_Davis_(producer),Artist
1.7975343,51.060528,Martin_Birch,en,"Бёрч,_Мартин",owl#Thing
-29.007658,52.667984,"Дикинс,_Роджер",ln,Roger_Deakins,Artist
-18.495384,-64.91878,Madeira,en,Мадейра,AdministrativeRegion
-28.040133,43.359077,Джон_Уэйн,ln,John_Wayne,Artist
-34.186176,55.444984,John_Hughes_(filmmaker),en,"Хьюз,_Джон_(кинорежиссёр)",Person
-12.699223,49.73866,"Делерю,_Жорж",ln,Georges_Delerue,MusicalArtist
-18.055298,52.764282,John_Carpenter,en,"Карпентер,_Джон",Person
-28.155874,42.811836,"Данауэй,_Фэй",ln,Faye_Dunaway,Artist
-7.151989,-66.35013,Iraq,en,Ирак,Country
50.528538,-33.741753,Грайндхаус_(фильм),ln,Grindhouse_(film),Film
-4.3651876,-68.93597,Hong_Kong,en,Гонконг,Country
53.09075,-12.513207,Властелин_колец_(кинотрилогия),ln,The_Lord_of_the_Rings_(film_series),Film
-14.857097,53.34889,Harry_Gregson-Williams,en,"Грегсон-Уильямс,_Гарри",MusicalArtist
-0.3394806,73.61677,Верхние_Альпы,ln,Hautes-Alpes,AdministrativeRegion
15.160407,-52.51206,Gujarat,en,Гуджарат,Settlement
-34.584675,53.856667,"Ван_Сент,_Гас",ln,Gus_Van_Sant,Artist
-14.940509,-66.14018,Guatemala,en,Гватемала,Country
-28.82917,44.8829,"Бушеми,_Стив",ln,Steve_Buscemi,Artist
1.4418124,49.03217,Greg_Lake,en,"Лейк,_Грег",MusicalArtist
-5.532671,-64.09743,Бухарест,ln,Bucharest,PopulatedPlace
0.47439462,61.308475,Girls_Aloud,en,Girls_Aloud,Band
-5.574163,-64.07979,Будапешт,ln,Budapest,PopulatedPlace
0.45090368,73.84716,Gers,en,Жер_(департамент),Settlement
-29.748058,44.913303,"Броснан,_Пирс",ln,Pierce_Brosnan,Artist
-45.361008,42.35016,Georges_Méliès,en,"Мельес,_Жорж",Person
-31.087786,45.95433,"Бриджес,_Джефф",ln,Jeff_Bridges,Artist
4.499347,47.695274,Fear_Factory,en,Fear_Factory,Band
-35.70327,45.539543,"Биддл,_Адриан",ln,Adrian_Biddle,Artist
6.696401,7.936655,FC_Dynamo_Moscow,en,"Динамо_(футбольный_клуб,_Москва)",SoccerClub
-45.25249,41.380325,"Берри,_Клод",ln,Claude_Berri,Artist
3.0596437,46.679924,Exodus_(American_band),en,Exodus_(группа),Band
-5.729789,-65.73937,Афганистан,ln,Afghanistan,Country
-0.4716738,-63.776905,Empire_of_Japan,en,Японская_империя,Country
-14.029551,-62.109108,Астурия,ln,Asturias,AdministrativeRegion
-49.980106,34.289837,Dino_De_Laurentiis,en,"Де_Лаурентис,_Дино",Person
-48.168896,34.440212,"Антониони,_Микеланджело",ln,Michelangelo_Antonioni,Artist
-7.489847,-67.19714,Damascus,en,Дамаск,Settlement
-31.783634,48.259148,"Андерсон,_Уэс",ln,Wes_Anderson,Artist
-5.242769,61.971394,DJ_Premier,en,DJ_Premier,MusicalArtist
-0.72820854,74.64999,Альпы_Верхнего_Прованса,ln,Alpes-de-Haute-Provence,AdministrativeRegion
-3.7201154,9.446582,Clube_Atlético_Mineiro,en,Атлетико_Минейро,SoccerClub
-37.1714,44.52446,"Агирресаробе,_Хавьер",ln,Javier_Aguirresarobe,Artist
-49.41855,34.100693,Carlo_Ponti,en,"Понти,_Карло",Person
4.0307035,57.7155,Westlife,ln,Westlife,Band
-9.883358,-66.54361,Cameroon,en,Камерун,Country
8.647178,-3.873206,Walt_Disney_Records,ln,Walt_Disney_Records,Company
1.0314918,-69.08884,"Burbank,_California",en,Бербанк_(Калифорния),City
9.878242,-5.1121798,StudioCanal,ln,StudioCanal,Company
-5.9426527,10.186702,Boca_Juniors,en,Бока_Хуниорс,SoccerClub
8.47196,54.03695,Slipknot,ln,Slipknot_(band),Band
-30.67959,55.535156,Arnon_Milchan,en,"Милчен,_Арнон",Person
7.914952,54.428783,Slayer,ln,Slayer,Band
1.9980166,8.417843,AFC_Ajax,en,"Аякс_(футбольный_клуб,_Амстердам)",SoccerClub
-5.5342746,63.02368,RZA,ln,RZA,MusicalArtist
6.855988,60.1665,A-Teens,en,A*Teens,Band
-2.3776176,60.927704,Pitbull,ln,Pitbull_(rapper),MusicalArtist
14.779315,-52.639347,West_Bengal,en,Западная_Бенгалия,Settlement
23.813814,28.62192,Living_Things,ln,Living_Things_(Linkin_Park_album),Album
-27.465376,55.83493,Warren_Beatty,en,"Битти,_Уоррен",Person
-8.411629,56.587215,LL_Cool_J,ln,LL_Cool_J,MusicalArtist
-4.9774303,10.856909,Villarreal_CF,en,Вильярреал_(футбольный_клуб),SoccerClub
-3.8038433,39.94058,King_Diamond,ln,King_Diamond,MusicalArtist
-14.698042,53.079144,Steve_Jablonsky,en,"Яблонски,_Стив",MusicalArtist
5.2179317,47.507298,In_This_Moment,ln,In_This_Moment,Band
-23.08922,54.603455,Sean_Connery,en,"Коннери,_Шон",Person
9.587376,-6.074676,Focus_Features,ln,Focus_Features,Company
1.3326005,50.538628,Roger_Taylor_(Queen_drummer),en,"Меддоуз-Тэйлор,_Роджер",MusicalArtist
55.106895,12.836403,Fantasy_Ride,ln,Fantasy_Ride,Album
-1.9805143,-61.00059,Riga,en,Рига,HockeyTeam
7.2433233,54.12536,Disturbed,ln,Disturbed_(band),Band
-4.9811406,10.839575,Real_Madrid_Castilla,en,Реал_Мадрид_Кастилья,SoccerClub
51.35187,12.280088,Circus_(альбом_Бритни_Спирс),ln,Circus_(Britney_Spears_album),Album
-2.5068207,-68.5001,Oxford,en,Оксфорд,City
-5.5859046,57.47627,Boyz_II_Men,ln,Boyz_II_Men,Band
-10.035259,-66.166954,Nigeria,en,Нигерия,Country
-4.452122,59.973747,Bloodshy_&_Avant,ln,Bloodshy_&_Avant,Band
-0.7158714,-70.906685,New_Orleans,en,Новый_Орлеан,City
5.129771,54.571846,Aerosmith,ln,Aerosmith,Band
9.262318,50.60461,Neurotic_Outsiders,en,Neurotic_Outsiders,Band
-13.806853,51.912857,"Яблонски,_Стив",ln,Steve_Jablonsky,MusicalArtist
2.3137658,-62.72067,Nepal,en,Непал,Country
-13.965045,51.877983,"Эльфман,_Дэнни",ln,Danny_Elfman,MusicalArtist
-5.4056225,-61.108135,Nazi_Germany,en,Третий_рейх,Country
-32.20053,50.24003,"Шьямалан,_М._Найт",ln,M._Night_Shyamalan,Artist
4.360639,47.650955,Ministry_(band),en,Ministry,Band
-13.294706,50.625168,"Шифрин,_Лало",ln,Lalo_Schifrin,MusicalArtist
-23.89744,55.976147,Mickey_Rourke,en,"Рурк,_Микки",Person
-45.04393,40.96557,"Шаброль,_Клод",ln,Claude_Chabrol,Artist
-0.6936963,46.669693,Mick_Ronson,en,"Ронсон,_Мик",MusicalArtist
67.8713,-33.22461,"Чёрный_ястреб_(фильм,_2001)",ln,Black_Hawk_Down_(film),Film
-23.648296,51.89314,Michael_Winner,en,"Уиннер,_Майкл",Person
-35.075405,34.62596,"Чан,_Джеки",ln,Jackie_Chan,Artist
-0.6081459,45.58486,Martina_Topley-Bird,en,"Топли-Бёрд,_Мартина",MusicalArtist
-32.387558,51.13767,"Хилл,_Уолтер",ln,Walter_Hill_(director),Artist
10.324026,-5.485891,Lionsgate,en,Lionsgate,Company
-27.659542,41.96697,"Хепбёрн,_Одри",ln,Audrey_Hepburn,Artist
-22.840143,55.357292,Liam_Neeson,en,"Нисон,_Лиам",Person
-34.944637,34.572475,У_Сыюань,ln,Ng_See-yuen,Artist
4.7493973,52.570942,King_Crimson,en,King_Crimson,Band
49.69505,-28.489836,Трансформеры_(фильм),ln,Transformers_(film),Film
-21.633093,54.593067,Keanu_Reeves,en,"Ривз,_Киану",Person
-54.2431,-22.343754,"Тимошенко,_Семён_Константинович",ln,Semyon_Timoshenko,OfficeHolder
-23.305717,56.812958,John_Hurt,en,"Хёрт,_Джон",Person
4.5859594,-45.600903,Таллин,ln,Tallinn,PopulatedPlace
-16.957111,52.520653,John_Barry_(composer),en,"Барри,_Джон",MusicalArtist
-32.52277,50.81471,"Скотт,_Тони",ln,Tony_Scott,Artist
-31.932287,54.431316,Joel_Silver,en,"Сильвер,_Джоэл",Person
-30.332323,45.122208,"Сазерленд,_Кифер",ln,Kiefer_Sutherland,Artist
2.054185,49.425877,Jimmy_Page,en,"Пейдж,_Джимми",MusicalArtist
9.232394,-18.341888,Русско-японская_война,ln,Russo-Japanese_War,MilitaryConflict
-47.449448,43.559044,Jean-Luc_Godard,en,"Годар,_Жан-Люк",Person
-32.96593,49.3255,"Паркер,_Алан",ln,Alan_Parker,Artist
-36.839035,50.819855,Janusz_Kamiński,en,"Каминский,_Януш",Person
15.0361,-52.180325,Орисса,ln,Odisha,AdministrativeRegion
-6.0746183,-68.70915,Jamaica,en,Ямайка,Country
-1.310058,50.203873,"Орбисон,_Рой",ln,Roy_Orbison,MusicalArtist
2.3538733,57.159016,Hurts,en,Hurts,Band
-25.79262,52.184177,"Нолан,_Кристофер",ln,Christopher_Nolan,Artist
-25.65297,55.758144,Harvey_Keitel,en,"Кейтель,_Харви",Person
-40.739532,4.321142,"Николаеску,_Серджиу",ln,Sergiu_Nicolaescu,Artist
5.8040257,48.72449,Green_River_(band),en,Green_River,Band
-13.939303,51.856384,"Мэнселл,_Клинт",ln,Clint_Mansell,MusicalArtist
-23.80209,54.091175,Ewan_McGregor,en,"Макгрегор,_Юэн",Person
39.22143,-55.36212,"Мстители_(фильм,_2012)",ln,The_Avengers_(2012_film),Film
0.07028309,10.547116,Everton_F.C.,en,Эвертон_(футбольный_клуб),SoccerClub
52.722694,-14.3827505,Мстители:_Эра_Альтрона,ln,Avengers:_Age_of_Ultron,Film
10.535574,51.52399,Dream_Theater,en,Dream_Theater,Band
41.165794,-28.08466,Миссия_невыполнима_3,ln,Mission:_Impossible_III,Film
17.285099,-54.239986,Dhaka_Division,en,Дакка_(область),Settlement
-0.52343774,-69.957344,Манхэттен,ln,Manhattan,PopulatedPlace
-15.069625,-67.13099,Cuba,en,Куба,Country
-28.201876,46.056843,"Маккеллен,_Иэн",ln,Ian_McKellen,Artist
-6.137715,8.671336,Club_Atlas,en,Атлас_(футбольный_клуб),SoccerClub
22.979324,-55.174282,Латинский_язык,ln,Latin,Book
0.5233338,73.72934,Cher_(department),en,Шер_(департамент),Settlement
-16.833857,44.854664,"Кэнди,_Джон",ln,John_Candy,Artist
1.2601278,74.37747,Charente,en,Шаранта,Settlement
-16.848509,45.07717,"Кьюсак,_Джон",ln,John_Cusack,Artist
-6.550144,9.187484,Cerro_Porteño,en,Серро_Портеньо,SoccerClub
-34.764244,48.241257,"Куарон,_Альфонсо",ln,Alfonso_Cuarón,Artist
-10.401918,-66.42025,Burkina_Faso,en,Буркина-Фасо,Country
-46.2093,41.685863,"Косма,_Владимир",ln,Vladimir_Cosma,MusicalArtist
-6.3658557,-62.580982,Brussels,en,Брюссельский_столичный_регион,Settlement
22.948708,-55.155415,Корейский_язык,ln,Korean_language,Book
-7.487421,-67.45788,Beirut,en,Бейрут,Band
9.768113,-18.910307,Корейская_война,ln,Korean_War,MilitaryConflict
-23.811148,46.74922,Adrian_Biddle,en,"Биддл,_Адриан",Person
-28.627272,51.905693,"Земекис,_Роберт",ln,Robert_Zemeckis,Artist
-49.45457,33.54627,Vittorio_De_Sica,en,"Де_Сика,_Витторио",Person
-30.992456,46.172985,"Дэниэлс,_Джефф",ln,Jeff_Daniels,Artist
0.5411644,26.47463,Ved_Buens_Ende,en,Ved_Buens_Ende,Band
-1.9424746,57.712185,"Джексон,_Майкл",ln,Michael_Jackson,MusicalArtist
6.4178452,-13.1326685,University_of_Cambridge,en,Кембриджский_университет,University
-30.543266,44.92033,"Джекман,_Хью",ln,Hugh_Jackman,Artist
-8.423271,-66.774826,Tunisia,en,Тунис,Country
-28.264336,46.463116,"Денч,_Джуди",ln,Judi_Dench,Artist
-6.89305,59.780495,Travis_Scott,en,Трэвис_Скотт_(музыкант),MusicalArtist
-1.665796,-60.094444,Грузия,ln,Georgia_(country),Country
-0.40916193,10.512,Torino_F.C.,en,Торино,SoccerClub
-34.51352,53.240925,"Гонсалес_Иньярриту,_Алехандро",ln,Alejandro_González_Iñárritu,Artist
0.65306425,54.142536,Tom_Waits,en,"Уэйтс,_Том",MusicalArtist
11.816013,-22.777748,Война_первой_коалиции,ln,War_of_the_First_Coalition,MilitaryConflict
3.101203,55.133842,The_Police,en,The_Police,Band
3.874267,49.48041,"Виг,_Бутч",ln,Butch_Vig,MusicalArtist
15.284949,-52.5459,Tamil_Nadu,en,Тамилнад,Settlement
-2.3481085,-62.470646,Великое_княжество_Финляндское,ln,Grand_Duchy_of_Finland,Book
-21.962093,21.545677,Sven_Nykvist,en,"Нюквист,_Свен",Person
-27.762177,42.12671,"Бёртон,_Ричард_(актёр)",ln,Richard_Burton,Artist
-29.44038,56.464157,Steven_Soderbergh,en,"Содерберг,_Стивен",Person
2.300307,50.813393,"Буш,_Кейт",ln,Kate_Bush,MusicalArtist
-2.2437875,56.56762,Shakira,en,Шакира,Person
-0.13769452,56.013973,Бруно_Марс,ln,Bruno_Mars,MusicalArtist
-9.914496,-66.44034,Senegal,en,Сенегал,Country
-47.52551,34.017,"Брасс,_Тинто",ln,Tinto_Brass,Artist
-2.4856346,11.369395,S.S.C._Napoli,en,Наполи,SoccerClub
12.585675,-22.440325,Битва_под_Аустерлицем,ln,Battle_of_Austerlitz,MilitaryConflict
9.054923,-17.562464,Russo-Japanese_War,en,Русско-японская_война,MilitaryConflict
-29.49391,41.91811,"Бин,_Шон",ln,Sean_Bean,Artist
1.7728999,49.551716,Roger_Glover,en,"Гловер,_Роджер",MusicalArtist
-28.588879,44.895664,"Бенинг,_Аннетт",ln,Annette_Bening,Artist
-21.70987,55.08341,Rachel_Weisz,en,"Вайс,_Рэйчел",Person
-38.46229,43.116276,"Аменабар,_Алехандро",ln,Alejandro_Amenábar,Artist
-32.187145,54.948097,Paul_Thomas_Anderson,en,"Андерсон,_Пол_Томас",Person
5.7841406,51.161217,Toto,ln,Toto_(band),Band
-4.5869484,44.974922,Nick_Cave,en,"Кейв,_Ник",MusicalArtist
-8.236122,46.131622,The_Fall,ln,The_Fall_(band),Band
7.0389905,-3.3616257,Mushroom_Records,en,Mushroom_Records,Company
20.586657,30.981913,Showbiz,ln,Showbiz_(album),Album
-6.5155787,61.817135,Mr._Porter,en,Mr._Porter,MusicalArtist
-4.7185473,62.33656,Sha_Money_XL,ln,Sha_Money_XL,MusicalArtist
-4.500835,-67.49604,Mongolia,en,Монголия,Country
29.295536,40.284737,Run_Like_Hell,ln,Run_Like_Hell,Single
-17.010822,52.354404,Mike_Figgis,en,"Фиггис,_Майк",Person
59.609867,9.523479,Recovery,ln,Recovery_(Eminem_album),Album
-12.923817,50.023674,Maurice_Jarre,en,"Жарр,_Морис",MusicalArtist
23.621233,32.411915,Pop_(альбом),ln,Pop_(U2_album),Album
42.65328,26.740969,Magical_Mystery_Tour_(film),en,Волшебное_таинственное_путешествие_(фильм),TelevisionShow
23.566782,29.176012,Minutes_to_Midnight,ln,Minutes_to_Midnight_(album),Album
-32.417664,54.153946,Lauren_Shuler_Donner,en,"Доннер,_Лорен_Шулер",Person
9.440001,-6.5147004,Marvel_Entertainment,ln,Marvel_Entertainment,Company
5.231235,-40.23071,Kraków,en,Краков,Settlement
9.7069235,-6.531766,Legendary_Pictures,ln,Legendary_Entertainment,Company
-9.11725,40.96215,Klaus_Schulze,en,"Шульце,_Клаус",MusicalArtist
4.7136283,52.522923,King_Crimson,ln,King_Crimson,Band
-21.310421,56.279255,Kate_Beckinsale,en,"Бекинсэйл,_Кейт",Person
54.478825,50.771416,I_Have_a_Dream_(песня),ln,I_Have_a_Dream_(song),Single
15.060035,-52.518513,Karnataka,en,Карнатака,Settlement
9.763284,-4.960563,EuropaCorp,ln,EuropaCorp,Company
-1.4970334,44.72807,Jordan_Rudess,en,"Рудесс,_Джордан",MusicalArtist
5.2223625,53.607723,Enigma_(музыкальный_проект),ln,Enigma_(musical_project),Band
-15.2776785,53.07261,John_Ottman,en,"Оттман,_Джон",MusicalArtist
-1.7399329,33.66916,Die_Ärzte,ln,Die_Ärzte,Band
-14.993072,53.1314,John_Debney,en,"Дебни,_Джон",MusicalArtist
-5.4295864,61.986256,DJ_Premier,ln,DJ_Premier,MusicalArtist
